"k_IPTG_raw","k_aTc_raw","k_L_pm0_raw","k_L_pm_raw","theta_T_raw","theta_aTc_raw","n_aTc_raw","n_T_raw","k_T_pm0_raw","k_T_pm_raw","theta_L_raw","theta_IPTG_raw","n_IPTG_raw","n_L_raw"
0.44514170939775,0.0139499736998892,0.059073924690352,6.4205781041713,90.9860622240435,0.905255669672336,0.430030369861166,3.22584042875992,0.261937415560467,4.48138511157735,2.72073428000414,0.0162940113493095,0.795693904187426,0.706559532926289
0.443320377670952,0.012030596302257,0.0626284563699334,6.06715722582562,93.1116044851292,0.909439773785252,0.456285334227215,3.31129956366501,0.289705045640617,4.32228406104316,2.67393332244512,0.0166172052764921,0.832324598147366,0.737167151416763
0.445106364204971,0.0121210862144437,0.0611585222560398,6.17290060184266,93.4211458515418,0.914230284507937,0.455254696852696,3.29648146456129,0.279325762883231,4.34073689000506,2.67390813586795,0.0158279228719609,0.824774821548995,0.723716184362997
0.448145325634555,0.0125671183976481,0.0618499724120363,6.12455281377633,92.7316572345427,0.895864154578859,0.451077137023232,3.31286326563371,0.273275374475761,4.40305239393004,2.67380846942626,0.0163893483679616,0.820762406088907,0.722087350365102
0.431161940620764,0.0133096655962649,0.0587714335211417,6.46174779244173,87.6444308016083,0.945988058052322,0.448824966024062,3.14013928084222,0.280924185913471,4.44024179362941,2.67423776283536,0.0171238106587225,0.817217384045924,0.732431921957407
0.447685569173542,0.0126747763142588,0.0603484267416015,6.48787709551936,89.0093619641803,0.901541481764333,0.448649340598403,3.22617832631584,0.301869500233708,4.48195812995997,2.7069710597668,0.0180948155949342,0.80977957020065,0.733781974070862
0.448130523088703,0.0144495814784835,0.0618480218475191,6.31181761690452,88.4409972627195,0.926159576086611,0.443695102388529,3.20147073656719,0.285938968342998,4.60250930171401,2.6806167265581,0.0153169857368536,0.7692464225509,0.739669443566687
0.43744571764339,0.0131711996610114,0.0587884932711741,6.35215414460642,90.0239246753342,0.895860043586872,0.43912509375999,3.24193622597345,0.287035783297338,4.24905729869946,2.70068975701187,0.0166263944896262,0.830125937922205,0.728051893846712
0.426729823735803,0.0130494765647653,0.0590947265960728,6.4494056160798,89.7126438639938,0.894490842290629,0.446011310004076,3.21604838617428,0.283136093370903,4.28395482182025,2.70139047142845,0.015800501594753,0.832515558729543,0.740787049320051
0.448460236505347,0.0140644314222418,0.0618945841843509,6.31069409424519,92.3378272136794,0.945746158262743,0.440181745367802,3.24807104795831,0.259512105425381,4.69582969970721,2.67557525548895,0.0154618037025127,0.772360372215073,0.714507539778209
